time,tau,omega_2
10.82958884,0,0.44857777
11.07958884,0,1.097026647
11.32958884,0,0.92762772
11.57958884,0,0.879941924
11.82958884,0,0.652094555
12.07958884,0,0.994307835
12.32958884,0,0.833183367
12.57958884,0,1.309421919
12.82958884,0,1.170776889
13.07958884,0,1.364253286
13.32958884,0,1.116224242
13.57958884,0,1.123314179
13.82958884,0,1.33918282
14.07958884,0,1.269998173
14.32958884,0,1.285196841
14.57958884,0,1.765175501
14.82958884,0,1.372887972
15.07958884,0,1.694939815
15.32958884,0,2.051740436
15.57958884,0,1.571507838
15.82958884,0,2.108657834
16.07958884,0,1.935490457
16.32958884,0,1.845358649
16.57958884,0,1.874875991
16.82958884,0,2.313363375
17.07958884,0,2.858966508
17.32958884,0,2.501549111
17.57958884,0,2.351895381
17.82958884,0,2.934889306
18.07958884,0,2.457401688
18.32958884,0,2.614898593
18.57958884,0,2.946904764
18.82958884,0,2.412425112
19.07958884,0,2.720003801
19.32958884,0,3.045466359
19.57958884,0,3.17836096
19.82958884,0,2.983074041
20.07958884,0,3.302324145
20.32958884,0,3.369917713
20.57958884,0,3.43124411
20.82958884,0,3.685545916
21.07958884,0,3.518346746
21.32958884,0,3.74104341
21.57958884,0,3.637486609
21.82958884,0,3.610457328
22.07958884,0,3.987875738
22.32958884,0,3.204482545
22.57958884,0,3.972449412
22.82958884,0,4.023460321
23.07958884,0,4.303549993
23.32958884,0,4.362667012
23.57958884,0,4.590967343
23.82958884,0,4.340602972
24.07958884,0,4.536227269
24.32958884,0,4.515136371
24.57958884,0,5.015070687
24.82958884,0,4.712306087
25.07958884,0,4.627962929
25.32958884,0,5.20448165
25.57958884,0,4.587982143
25.82958884,0,4.883838246
26.07958884,0,4.890863618
26.32958884,0,5.013471185
26.57958884,0,5.087852594
26.82958884,0,5.555212636
27.07958884,0,5.387867873
27.32958884,0,5.910762327
27.57958884,0,5.346728179
27.82958884,0,5.491987222
28.07958884,0,5.55506518
28.32958884,0,5.862356775
28.57958884,0,5.716961927
28.82958884,0,5.712725558
29.07958884,0,5.74304461
29.32958884,0,6.091486531
29.57958884,0,5.960218477
29.82958884,0,5.86335574
30.07958884,0,5.986710577
30.32958884,0,6.452159573
30.57958884,0,6.353857138
30.82958884,0,6.014209291
31.07958884,0,6.073479778
31.32958884,0,6.270649487
31.57958884,0,6.023750149
31.82958884,0,6.189643183
32.07958884,0,6.052142308
32.32958884,0,5.930041212
32.57958884,0,6.250545061
32.82958884,0,6.340646767
33.07958884,0,6.497407896
33.32958884,0,6.398905962
33.57958884,0,6.093332685
33.82958884,0,6.589031296
34.07958884,0,6.338262701
34.32958884,0,6.259123645
34.57958884,0,6.791975093
34.82958884,0,6.638570619
35.07958884,0,6.571037854
35.32958884,0,6.608512008
35.57958884,0,6.927575544
35.82958884,0,6.496548049
36.07958884,0,6.494036893
36.32958884,0,6.292537869
36.57958884,0,6.845984586
36.82958884,0,6.740835191
37.07958884,0,6.731201825
37.32958884,0,6.439665962
37.57958884,0,6.569729826
37.82958884,0,6.68796563
38.07958884,0,6.754906218
38.32958884,0,6.568856859
38.57958884,0,6.259802184
38.82958884,0,6.446686566
39.07958884,0,6.679090528
39.32958884,0,6.588938438
39.57958884,0,6.931270837
39.82958884,0,6.25080594
40.07958884,0,6.310869964
40.32958884,0,6.648042176
40.57958884,0,6.315541831
40.82958884,0,6.786990626
41.07958884,0,6.680125762
41.32958884,0,6.496366404
41.57958884,0,6.259397584
41.82958884,0,6.529415728
42.07958884,0,6.627873919
42.32958884,0,6.538677495
42.57958884,0,6.374339154
42.82958884,0,6.391865247
43.07958884,0,6.660549051
43.32958884,0,6.58825824
43.57958884,0,6.474059464
43.82958884,0,6.071453993
44.07958884,0,5.792993907
44.32958884,0,6.110703686
44.57958884,0,6.076870046
44.82958884,0,6.14575569
45.07958884,0,6.086778242
45.32958884,0,6.307223797
45.57958884,0,6.019330136
45.82958884,0,6.460383955
46.07958884,0,6.073409177
46.32958884,0,6.07918973
46.57958884,0,5.638593035
46.82958884,0,5.833792895
47.07958884,0,5.478654121
47.32958884,0,5.861087372
47.57958884,0,6.050916777
47.82958884,0,6.156986625
48.07958884,0,5.521955432
48.32958884,0,5.397542666
48.57958884,0,5.85879016
48.82958884,0,5.776598792
49.07958884,0,5.518910805
49.32958884,0,5.804343505
49.57958884,0,5.622016152
49.82958884,0,5.69349752
50.07958884,0,5.495725094
50.32958884,0,5.373193067
50.57958884,0,5.703330283
50.82958884,0,5.696691773
51.07958884,0,5.728953615
51.32958884,0,5.316838853
51.57958884,0,5.273062416
51.82958884,0,5.406790809
52.07958884,0,5.184828716
52.32958884,0,5.349476447
52.57958884,0,5.088362041
52.82958884,0,5.160373213
53.07958884,0,4.884324928
53.32958884,0,4.748154843
53.57958884,0,5.134259115
53.82958884,0,5.004911917
54.07958884,0,4.873742483
54.32958884,0,4.979377132
54.57958884,0,4.894604313
54.82958884,0,5.193922198
55.07958884,0,4.819413897
55.32958884,0,5.117983055
55.57958884,0,4.686991633
55.82958884,0,4.632513286
56.07958884,0,4.402883208
56.32958884,0,4.826709888
56.57958884,0,4.789107361
56.82958884,0,5.0055365
57.07958884,0,5.120020942
57.32958884,0,4.897092833
57.57958884,0,4.665671666
57.82958884,0,4.775602394
58.07958884,0,4.563538211
58.32958884,0,4.488789527
58.57958884,0,4.372114742
58.82958884,0,4.606850106
59.07958884,0,4.500760149
59.32958884,0,4.192529348
59.57958884,0,4.498413915
59.82958884,0,4.556084664
60.07958884,0,4.33767855
60.32958884,0,4.340045603
60.57958884,0,4.378544416
60.82958884,0,4.117353049
